"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","16613"
"query","Query:[tag= ""VB.*""] [tag=""RB""]? [tag = ""VVN"" & lemma = ""stain""] [tag=""IN""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"uspto.gov","microscope with a Sensys CCD cameras and Applied Imaging digital imaging capture software. </s><s> The actin cytoskeleton","was stained with","Rhodamine-phalloidin. </s><s> Panel A shows the same cell as in Panel B but with the focal plane bisecting the nucleus. </s><s> In B and C"
"laborarts.org","hand. </s><s> ""You mama no'' here,"" he piped in with crooked teeth as he peddled to Ladies and Lords with lacy eyes. </s><s> The bobbins","were stained from","runny red nose and weeping cracked lips. </s><s> Third Prize, Poetry Ricci L. Niles Writing and Literature, Borough of"
"hplovism.com","amount of exercise; in high temperature at noon choice for washing yeti coolers cheap clothes and ir... </s><s> If the surface","is stained with","dust, will cause corrosion coating on the jewelry marks, detergent chemical substances will change the color of"
"marble-stone-carving.com","also resists most scratches and shows no damage from heat such as placing hot pots and pans on it. </s><s> However it can still","be stained by","oils like olive and vegetable oil. </s><s> Marble </s><s> Marble is formed from limestone or dolomite that have been formed by great"
"ecobees.com","thanks. </s><s> I''m a gardener and need some more old hi viz work gear.. </s><s> It dosent matter how old or the colour etc, or whether they","are stained in","oil or dirty etc.. </s><s> I just need more work gear. </s><s> Saving for the future </s><s> This Case Study profiles Suncorp, one of Australia''s"
"jscholaronline.org","LAI HIV-1 pseudo-typed virus. </s><s> Three colour staining of the T cell helper subset for CD3, CD4, and HLA-G. CD8 T cells","were stained for","CD3, CD8, and HLA-G. Two colour staining of B lymphocytes for CD19 and HLA-G. Three colour staining of CD56+ T cells for"
"uffsite.net","name is, to which Golbez replies... </s><s> KluYa. </s><s> So all along, Cecil has been fighting his brother...not knowing whom","was truly stained with","evil blood for Zemus to use...and now, FuSoYa leaves the party, to head back to the moon. </s><s> Golbez follows suit, to repay"
"adult-fanfiction.org","arranged chronologically, and were all made in the year 1960. </s><s> Author''s Note: ''You give up your future, lose your dream,","are stained with","despair... yet at the same time, you shake off you past, fight reality, and never lose your nobility.'' </s><s> - Sebastian"
"unboundmedicine.com","O and hematoxylin and eosin (HE) were used to stain atherosclerotic lesions. </s><s> Lesion macrophages, VSMCs and exosomes","were stained for","CD68, α-smooth muscle actin (α-SMA) and CD9, and plaque exosomes were observed by transmission electron microscopy ("
"frontiersin.org","from cultures were collected and analyzed for immunoglobulins and sCD23 production. </s><s> Flow Cytometry </s><s> PBMCs or B cells","were stained for","20 min with fluorescent conjugates of CD19-Alexa Fluor 700, CD38-PerCP. </s><s> Cy5.5, CD39-FITC and CD73-PE (Biolegend,"
"lowrayband.com",""" with a full-tilt lineup including Porcupine, Little Man and the Melismatics'' Ryan & Pony. </s><s> ""Friends and The Fakers""","is heavily stained with","classic rock jams and influence. </s><s> The relatable lyrics, ""You get your joys between the friends and the fakers, givers"
"brunelmicroscopes.co.uk","as human tissues much can be learnt about human tumours and their appearance from these sections. </s><s> The preparations","are stained by","Haematoxylin and Eosin and are of excellent quality and are very typical of each type of tumour. </s><s> This set is unique to"
"almightywind.com","you secrets reserved for the Bride and the Bride must examine herself even more critically to make sure her garment","is not stained with","any kind of sin. </s><s> Even the sin of ommision to know what is right and to not do it, even in a thought, for she is held more"
"links.org.au","said to Sánchez: ""Your party was also the party of crimes of state. </s><s> Distrust, Mr Sánchez, the advice of those whose past","is stained with","quick lime."" </s><s> This was a provocative reference to Felipe González, prime minister during the GAL years, and the PSOE''s"
"albertawow.com","the sulphur in the air and see several natural hot springs flowing out of the ground and rock faces. </s><s> These hot springs","are beautifully stained with","minerals and algae''s and it''s surprising how hot the water from these springs are. </s><s> This must be a magical place in the"
"frontiersin.org","of TLR7 and cytokines, intracellular fixation/permeabilization kit (Thermo Fisher Scientific) was used. </s><s> PBMC","were stained for","TRL7 (533707; BioTechne) or a monoclonal mouse IgG2a PE isotype control (BioTechne) for 40 min in permeabilization"
"arvojournals.org","C, D). </s><s> Eternacept reduces retinal endothelial cell apoptosis. </s><s> Formalin-fixed paraffin-embedded retinal sections","were stained by","TUNEL assay (A) and the M30 antibody (B). </s><s> In LPS-injected animals, TUNEL and M30 staining was readily observed, and"
"thamesdiscovery.org","columns of decomposed fermenting sewage, hissing like soda water with baneful gases, so black that the water","is stained for","miles and discharging a corrupt charnel house odour"". </s><s> The passengers never stood a chance. </s><s> Within twenty minutes"
"americanliterature.com","care–"" I began indignantly, but Ernest interrupted. </s><s> ""Nothing much,"" he began slowly, ""except that the gown you wear","is stained with","blood. </s><s> The food you eat is a bloody stew. </s><s> The blood of little children and of strong men is dripping from your very"
"victoriahealth.com",", stop use and consult a physician. </s><s> Due to the high concentration of Vitamin K, light to medium coloured fabrics may","be stained by","contact. </s><s> Free thesaurus definition of open from the Macmillan English Dictionary - a free English dictionary online"
"blackraptor.net","Polk''s manners. </s><s> He avoided associating with Polk, whenever it was possible. </s><s> The man was an unkempt brute. </s><s> His shirt","was stained with","things, Colter didn''t even want to contemplate. </s><s> He smelled as bad as he looked. </s><s> However, with the Railroad payroll"
"jnmjournal.org","17,18 </s><s> Immunohistochemistry </s><s> To identify ganglion cells and ICC, formalin-fixed paraffin-embedded tissue sections","were stained with","anti-Calretinin antibodies (rabbit monoclonal, clone DC8, Catalog No. 18-0211; dilution 1:400; Zymed, Camarillo;"
"arvojournals.org","was stained en bloc with 5 μg/mL propidium iodide for 10 minutes and rinsed in PBS for 3 minutes. 33 Selected blocks","were also stained with","FITC conjugated phalloidin (Invitrogen Corp., Carlsbad, CA), to identify actin organization. </s><s> The tissue block was"
"beautyheaven.com.au","(usually OPI at the moment). </s><s> It is super fast drying and of thin consistency. </s><s> Does the job well and prevents my nails from","being stained with","the deeper shades of nail polishes. </s><s> Base coat is clear/pinkish in colour, but applies completely clear (seems like it"
"backyardnature.com",", it will be helpful to line the wood with a heavy sheet of plastic or a fitted pot liner. </s><s> This will keep the wood from","being stained by","the moisture and also from rotting. </s><s> Metal Flower Pots </s><s> Metals such as copper and aluminum give container gardens a"
"abctales.com","stanza: ""There are no sun-dapples on her non-existent deck Just her kitchen, a stinking, filth strewn wreck Her table","is stained with","cheap pungent red wine Dog-ends sit in foul ash puddles, like some hellish brine Cold grey kebab meat, pale chillies,"
"eurekamag.com","antibody against cytokeratin and counterstaining with propidium iodine was performed. </s><s> The smears obtained","were stained for","routine cytopathological interpretation and for DNA image cytometry. </s><s> Results: In eight of 10 UC patients and in nine"
"wikipedia.org","consuming Bibly, everyone is suddenly sent back in time one hundred years to the Showa era, when Strawberry Mountain","was stained in","darkness. </s><s> It is there that they meet the legendary Pretty Cure of the past, Lumière, and help her make sweets for all the"
"lowcountryweekly.com","because the city is built out of thick white stone and terracotta roofs by the translucent sea. </s><s> The houses and city walls","were stained with","character and history, and overgrown with lush vegetation–pomegranate trees, apple trees, ivies, all different"
"centerplace.org","men, women, and children: even those noble patriots who fought for your liberties, have not escaped. </s><s> Your prisons have","been stained with","the blood of prophets, martyred for the truth of heaven, for the testimony of Jesus. </s><s> Your soil has drunk the blood of"
"alzforum.org",", and only a tangled bundle of fibrils indicated the site where once the neuron had been located. </s><s> As these fibrils can","be stained with","dyes different from the normal neurofibrils, a chemical transformation of the fibril substance must have taken place"
"touchfluffytail.org","<s> Despite his youth, he had a fierce, proud set of facial hair, a beard and mustache that gave him a dignified mien when they","were not stained with","his own blood. </s><s> A large curved sword hung from his belt in a lacquered wood sheath. </s><s> ""I am the wind. </s><s> And as I am given to"
"dehydrogenase-signal.com","in breast cancer cells correlates with CIP2A protein expression, a series of unselected human breast cancers have","been stained for","CIP2A and p53 protein expression, by using a p53 antibody that we now have lately shown to become indicative of p53"
"arvojournals.org","neovascularization in rats. </s><s> Prox1 siRNA was administered via subconjunctival injection. </s><s> Corneal flat mounts","were stained for","lymphatic vessel endothelial hyaluronan receptor (LYVE)-1 to show lymphatic vessels. </s><s> Lymphangiogenesis and"
"poemeleon.org","kingdom of the spawn with their quiet, humping, croakish, lumpish ways. </s><s> I love the moon hanging on the streetlights. </s><s> It","is stained like","an old bathroom sink. </s><s> Congratulations God, for tonight alone the world is as it should be: the lords are all in abeyance &"
"justia.com","; 6,000; 10,000; 15,000; 20,000; 30,000; 50,000; 75,000; 100,000 or more molecules per minute. </s><s> Since the molecules","are uniformly stained with","the fluorescent intercalating dye, the number of photons emitted by each molecule as it flowed through the laser spot"
"eu5.org","said. got some of today? </s><s> John Sunlight Boris Ramadanoff shouted I see one. </s><s> ''Is that story Ham. </s><s> Gonna gimme themselves","were stained for","a moment. looked like some Sona, had waited girl snapped. </s><s> Without the digester, a rumbling sound, walking in the this? </s><s> A"
"zonaeuropa.com","the villagers distrust the government. </s><s> This is one big dye pot; even if the elected person was clean at first, they will","be stained after","a while. </s><s> With this mindset, the participation of the villagers can only be sustained by paying them to do so. </s><s> Due to the"
"archangelclinic.co.uk","the price. 5. </s><s> How white will my teeth get? </s><s> This will depend on your teeth - everyone''s teeth are different. </s><s> If your teeth","are heavily stained from","coffee or smoking, you will probably see a big change. </s><s> If your teeth are not heavily stained, the change will not be as"
"nytimes.com","given in any debate I''ve seen. </s><s> Personally, I can''t see how anyone can defend the flying of the Confederate flag. </s><s> It has","been stained with","an awful history of slavery, segregation and racism. </s><s> Whatever the Confederate flag''s historical origin, the"
"atangledweb.org","in Bath after a wrecking spree caused £20,000 damage and left it unfit for habitation. </s><s> Children''s mattresses and walls","were stained with","human and animal excrement and the floors were littered with rat droppings and mould. </s><s> Instead of being punished, the"
"randypeyser.com","is the king and we are the subjects, and the subjects are inferior to this invisible king. </s><s> But not only are we inferior, we","are also stained by","sin, and therefore, untrustworthy. </s><s> If you subscribe to the notion of God as being separate from you, than you will"
"buildingbetterhealthcare.co.uk","you can easily see if there is any staining. </s><s> They''re robust, fold up easily, and can be cleaned in situ. </s><s> ""If the screens","are stained in","any way - with blood or body fluids - they are cleaned by the nursing staff,"" said Gray. </s><s> ""Housekeeping staff clean the"
"nkdb.org","County, North Hamgyeong Province. </s><s> Presumably he died. </s><s> Kim, Seong Bong was detained in a political prison camp for","being stained with","capitalistic ideology and for listening to a South Korean radio in Pyongyang. </s><s> Because of disclosing state secrets,"
"amegroups.com",", neutral red was added to each well at a final concentration of 50 ug/ml, and the colonies in the collagen gel droplets","were stained for","three hr. </s><s> The collagen droplets in the 60 mm dish were stained just before exposure (day 1). </s><s> Thereafter, each collagen"
"marxists.org","most fearful extravagance of passion in all the royal houses of that period. </s><s> Clovis, the founder of the Frank Monarchy,","is stained with","the blackest crimes. </s><s> Barbarous harshness and cruelty characterize all the succeeding Merovingians; the same"
"remnantofgod.org","of Rome? </s><s> The Word of God plainly states there is no such thing as ""Original Sin."" </s><s> Adam committed his sin on his own. </s><s> We","are not stained with","his sin at all. </s><s> To say otherwise is to be antichristian because the Bible clearly says we are not held accountable for our"
"arvojournals.org","was performed as previously described. 15 Ten-micrometer frozen sections of eyes from injected mice","were histochemically stained with","biotinylated Griffonia simplicifolia lectin B4 (GSA; Vector Laboratories, Burlingame, CA), which selectively"
"ku.edu","in the most highly burrowed parts of the beds. </s><s> The central portion of some beds, especially beds JT-3, JT-6, and JT-7,","is much stained by","limonite in some weathered exposures, probably owing to oxidation of pyrite formed in association with burrow"
"tourtravelworld.com",") who married Banasura''s daughter ''Usha'' against the will of her father there was so much bloodshed that the whole place","was stained in","red. </s><s> This prompted to the name of the place becoming Tezpur (means the City of Blood). </s><s> Modern Tezpur was founded by the"
"casebook.org","were quite visible by the wash bowl. </s><s> Someone had cleaned their hands of blood, probably the razors as well and the towel","was also stained with","blood. </s><s> The police soon pieced together Emily''s life without Bert. </s><s> The postcard had been well hidden by Emily but was"
"regimentals.co.uk",", which has never had any retailers or makers mark applied to it. </s><s> The interior satin gold lining is all present, it","is stained through","wear use. </s><s> The very edges of the front peak stitches are frail where the cap is applied to the main body of the cap. The cap"
"bookslut.com","Henry and June -- the movie version was the first to receive an NC-17 rating in the U.S.) The opening line: ""The café table","was stained with","wine. </s><s> His blue eyes were inscrutable, like those of a Chinese sage"" begins Nin''s passionate and tumultuous tale of"
"steelersuniverse.com",", but just how good? </s><s> The question can probably never be answered because we have so few years of his career that","are not stained by","the controversy, but let''s take a stab at it. </s><s> After a little research, I think that Brady probably compares most"
"jci.org","and ecto-5''nucleotidase (5''NT, green channel) and (B) for S100A4 (red channel) and α-SMA (green channel); nuclei in B","are stained by","DAPI. </s><s> (A) 3-mm-thick cryostat section of renal cortex (rat); the thick arrow points to a 5''NT-positive interstitial"
"mercopress.com","and supported by his brother Enrique, he was greeted by applause and joined in chants of: ""Piñera, guilty, your hands","are stained with","blood."" </s><s> Piñera said in a speech at the presidential palace that democracy was squandered when General Augusto"
"christies.com","windows and the rhythmic verticals of slender arches, but also the accidental abstractions, where pink plaster has","been stained by","salt water or fallen away to reveal rough red brickwork, or patch upon patch of repair has left an ancient frontage"
"rebelscum.com","version of the original doll. </s><s> I did sand the boots down a bit before I wrapped the fabric around them. </s><s> The costume","was stained with","diluted acrylic paint. </s><s> Update: I finally made a podrace helmet for him. </s><s> The helmet was from a shampoo bottle top. </s><s> The"
"ayujournal.org","determined [Table 4], [Table 5] and [Figure 6]. </s><s> The ascetic fluids were collected on the 14th day and smeared. </s><s> The smear","was stained with","the Giemsa stain for cytological studies. </s><s> The liver was removed and preserved in the Tris-HCI buffer (pH 7.4). </s><s> A 10%"
"soton.ac.uk","obscuring that on the front. </s><s> When, in addition, as in the case of Document K, the paper has gone brown with age and","been stained with","water spillage, the original is hard to read, and, the photocopy of it, nearly impossible. </s><s> Document N presents a rather"
"solidpapers.com","steam but not to boil. </s><s> The stain was replenished from time to time and after five minutes, the slide was rinsed. </s><s> The slide","was then stained with","safranin and was allowed to stand for a minute. </s><s> The slide was then rinsed with tap water and air-dried. </s><s> The dried slide"
"wikia.org","accumulate in the subsarcolemmal region of the muscle fiber and appear as ""Ragged Red Fibers"" when muscle","is stained with","modified Gömöri trichrome stain </s><s> The MERRF syndrome is caused by a maternally-inherited mutation at position 8344 in"
"linkpls.com","cracks the satin material. </s><s> Use satin stain remover but keep in mind it should not contain bleach. 5) If your satin dress","is stained with","blood put it in cold water. </s><s> Water absorbs blood. </s><s> Apply stain remover if still stain does not go.6) Lukewarm water makes"
"getautoinsurancerates.net",". </s><s> Due to the large number of screws in the hinge part, it is easy to have a loop when it is painted, and it is easy to rust after","being stained with","water. </s><s> There is also the bonnet and the inside of the trunk lid, which is also the most rusting place. </s><s> For these parts,"
"bio-protocol.org","data showing TLR4 internalization in response to 100 ng/ml E. coli LPS in TEPMs at the indicated time points. </s><s> TEPMs","were stained with","anti-mouse TLR4 antibody (clone SA15-21) and analyzed by flow cytometry. </s><s> Notes </s><s> We strongly recommend testing"
"patentsencyclopedia.com","72 hours following transfection, routine procedures are used to prepare cells for flow cytometry analysis and cells","are stained with","propidium iodide to generate a cell cycle profile using a flow cytometer. </s><s> The cell cycle profile is analyzed with the"
"jci.org","15 minutes at 4°C. Nonspecific sites were blocked with PBS containing 2% fetal bovine serum for 20 minutes, and cells","were stained for","surface ceramide using mouse monoclonal anti-ceramide antibody MID 15B4 IgM (1:50 dilution; Alexis Biochemicals)"
"babraham.ac.uk","analysis of antisense intergenic transcription. </s><s> Nuclei from β lymphocytes undergoing V to DJ recombination","are stained in","blue. </s><s> Antisense transcripts are detected by green fluorescence. </s><s> Note the extended pattern compared to the control"
"twohikers.org","like razors into my legs. </s><s> I looked down, and there was blood on several spines, it was running down my leg, and my left boot","was already stained with","blood. </s><s> My shirt got ripped in the process, so I was a real mess. </s><s> We decided to stop, and I washed up. </s><s> The stream bed was nice,"
"arjournals.org","d and glibenclamide at 600 μg/kg bw/d for 50 days (50 d). </s><s> Animals were sacrificed on treatment days 7, 21 and 50. </s><s> The liver","was stained with","PAS. </s><s> Hepatic markers of oxidative stress were also estimated. </s><s> At 50 d, histological study of the liver of diabetic rats"
"boap.org","garments. </s><s> ""Woe, woe be unto her saith God, for I will avenge the blood of my saints."" </s><s> And woe be unto those whose garments","are stained with","their blood, for awful is their doom, and bitter is their punishment. </s><s> Concerning the leaders of the Church of Latter Day"
"gutenberg.org","buttoned, the linen clean, he now sat in his shirt sleeves, the waistcoat open and showing the soiled shirt. </s><s> His hands","were stained with","ink, and these, the only members of his body that yet appeared to retain their activity, were busy with a great pile of"
"stainexpert.co.uk","rest for 24 hours before reapplying any sort of nail polish. </s><s> However, it does not harm the nails to paint over them if they","are stained so","you can always use fresh nail polish to disguise your ""yellowed"" nails; otherwise it is really a matter of waiting for"
"aucklandartgallery.com","Black/ if you go to/ SOUTH AFRICA/. you prop up/ APARTHEID/ you lend weight/ to injustice @/ MURDER/ your hands. will/","be stained with","/ BLOOD/ dont go. </s><s> Explore Further </s><s> I''m in the market for a new rucsac but many large rucsacs have zips at the bottom to"
"arvojournals.org","of new vessels extending from the retina into the vitreous in 6 microns sagittal cross-sections. </s><s> Cross-sections","were also stained for","glial fibrillary acidic protein (GFAP). </s><s> RESULTS: Fluorescein-dextran angiography delineated the entire vascular"
"theperspective.org","D. Johnson gave the clear signal that [to the former NPFL group] identifying the carriers of evil and those whose hands","are stained with","innocent blood is the priority of a country in darkness and no safe-drinking water. </s><s> The question now is are they"
"roswellfanatics.net","underneath my sneakers as I walk across the grassy front porch laid in front of the worn out stony ivory building which","was now stained with","aged rain and almost consumed by greenery. </s><s> A window or two was lucky enough to have seen the light of the day. </s><s> Stepping"
"eg.net","(Dade Behring, Illinois, USA); bone marrow aspiration with examination of Leishman-stained films; smears","were also stained for","myeloperoxidase; </s><s> immunophenotyping of bone marrow performed by FACScan flow cytometry (Becton Dickinson, San Jose"
"poy.org","by strangers as art collection. </s><s> The ancient street in Tuokou Town has really good drainage features. </s><s> People will not","be stained by","muddy water even after a heavy rain. </s><s> Neighbors were living together as a family. </s><s> Using two longitudinal surveys of"
"odf-syria.org","executioner swings a cruel, curved blade. </s><s> The struggling abruptly ends and the sandy street beneath the condemned man","is stained with","a burst of crimson blood. </s><s> This was the gruesome scene that unfolded yesterday in Al-Shadadi, a town of 25,000 in"
"bio-protocol.org","cells (arrowhead) are immunostained for the membrane-associated RFP reporter they express (red). </s><s> Nuclei","are stained with","DAPI (blue). </s><s> Dashed line outlines the progenitor niche; solid line indicates the niche exit. </s><s> B. Tr5 and Tr6 in a"
"patricktobin.net","my job. </s><s> What the young man did on this trip wasn''t my responsibility in God''s eyes. </s><s> If that were true, everyone would","be stained with","guilt every day on the job. </s><s> I suspect the Kleins aren''t smart enough to realize they''ve been manipulated by the greater"
"europepmc.org","to DLBCL subtype was based on established IHC criteria(48). </s><s> To determine DLBCL subtype, FFPE tumor biopsies","were stained with","antibodies against CD10 (Vector Laboratories, Burlingame, CA), B-cell CLL/lymphoma 6 (BCL6)(GI191E/A8, Ventana/"
"lbbc.org","and early studies have shown some benefit for enzalutamide, a pill used to treat men with prostate cancer. </s><s> The tumor can","be stained for","the presence of the androgen receptor to see if this might present a treatment option. </s><s> Another potential new avenue in"
"gutenberg.org","are coarse. </s><s> (Aloud.) You''d better get a new dress, then. </s><s> (Aside.) Let us pray that that will turn her. </s><s> MRS. </s><s> G. Oh, it","isn''t stained in","the least. </s><s> I only thought that I''d tell you. </s><s> (Returning to letter.) What an extraordinary person! </s><s> (Reads.) ''But need I"
"cshlp.org","can be clearly observed, as the vast majority of the cells are filled with lipid droplets and only a few cells","are stained with","anti-PCNA( Fig. 6B). </s><s> In marked contrast to WT newborns and E18.5 embryos, we could not observe cells with lipid"
"multics.org","notion of the French Revolution is of a grass-roots led people''s movement for liberty and justice, which may have","been stained by","excesses, but which was nevertheless beneficial and progressive. </s><s> As the Revolution was the seedbed for most of the"
"hiv-infected.com","and punctate pattern on the cell surface. </s><s> The spongi-otrophoblast and labyrinthine zones and chorionic plate","were strongly stained although","there was variability among cells in the spongiotrophoblast zone (Fig. 1I). </s><s> All cells within the labyrinthine zone"
"earthrainbownetwork.com","will wonder what their life has been all about. </s><s> All of the missed times with their family and connections with others has","been stained by","the pursuit of material gains. </s><s> Only when everything is taken from them, will they start to see the real importance of"
"idea.int",", or Kosovo whose independence continues to be contested daily by Serbia. </s><s> In addition, most governments of the region","are stained by","practices of state capture, corruption and clientelism, which corrode democratic consolidation. </s><s> Furthermore,"
"bobvila.com","cleaners, used batteries, old tires, and aerosol products. </s><s> Another tip? </s><s> Don''t donate work clothes or drop cloths that","are stained with","chemicals. </s><s> Large Appliances </s><s> Thrift stores don''t want bulky junk that just accumulates until a waste management"
"amegroups.com","(1–2 cm) were fixed in 4% paraformaldehyde for 24 h and embedded in paraffin. </s><s> Then, 5 μm thickness of paraffin sections","were stained with","HE (Beyotime, C0105). </s><s> Five high-power fields (HPF)/section were randomly selected to observe the pathological"
"wikipedia.org","in 1962. </s><s> Judd noted how Feeley had improved his canvas staining technique: ""Also, as before, both bright colors","are stained into","unprimed canvas. </s><s> This time the colors are opaque, fully intense and definitely opposed, and the edges are unbled,"
"grebeweb.com","were imputed to us – even in the most godly person on earth – it would be a very poor gift. </s><s> Such native obedience","is still stained by","sin and is incomplete in obedience. </s><s> God would reject it. </s><s> And worse, if it is possible to be worse, imputing our"
"needlenthread.com","tomorrow. </s><s> Thank you ! </s><s> I once had to clean a linen (alter) cloth that had been put away after use as a table cloth and had","been stained with","greasy, spicy food.... normal soaking/hand washing did not move it, nor did a gentle bleach – in the end I washed it in the"
"europepmc.org","with similar structure to citrulline that occur in high concentrations in brain. </s><s> For double labeling, brain sections","were sequentially stained with","nNOS and citrulline antisera. </s><s> After completing staining with the first antiserum (citrulline), sections were"
"arvojournals.org","stored in an ultracold freezer and then sectioned on a cryotome (Reichert Jung 2800 Frigocut; Leica). </s><s> The sections","were then stained with","monoclonal anti-Ki67 (clone MIB-1, Chemicon/Millipore) and goat anti-mouse IgG conjugated to FITC (Invitrogen). </s>"
"preceptaustin.org",", 2Pe 2:7-note, 2Pe 2:18-note) </s><s> Licentious individuals think only of satisfying their lusts and whatever they touch","is stained by","this base, animalistic appetite. </s><s> To summarize, aselgeia pictures a man dominated by shameless greed and animal lusts"
"sunnyislandbreezes.com","had been held. </s><s> While the prisoner had been given a clean shift to wear during the visit, she was filthy and her skin","was stained with","the blood of her children. </s><s> Petronella winced inwardly and prayed that her horror was not immediately apparent on the"
"justia.com","stamping time sample (mm) of stamp (° C.) (N/10 cm2) (second) </s><s> Each adhesive patch of Example and Comparative Example","was stained with","an aqueous ruthenium acid solution, and cut with a frozen microtome (LR-85 manufactured by YAMATO KOHKI INDUSTRIAL"
"babraham.ac.uk","is pericentriolar material-1 and is used to isolate myocyte nuclei from a total heart nuclear extraction. </s><s> All nuclei","are stained in","blue. </s><s> Emma Robinson </s><s> September 17, 2019 </s><s> In Primal Screams, Identity Politics Is a Symptom of Family Breakdown </s>"
"fsu.edu","(mitotic spindle) is stained green (Alexa Fluor 488). </s><s> Cellular mitochondria, which surround the mitotic apparatus,","are stained with","a red dye (MitoTracker Red CMXRos). </s><s> As the dividing cell approaches metaphase, the chromosomes become highly"
"wikipedia.org","hydrolase L1 (UCH-L1) which highlights the cell body strongly and the cell processes more weakly. </s><s> Astrocytes","are stained in","red with antibody to the GFAP protein found in cytoplasmic filaments. </s><s> Nuclei of all cell types are stained blue with a"
"talkingdrugs.org","up behind him his a chilling reminder of his probable fate, a sheet is often used in these executions to stop the location","being stained with","blood. </s><s> These videos highlight not only the ruthless tactics of the cartels but also how their infiltration of the"
"onecle.com","to the jury that a pair of men''s shorts found near the scene of a sex attack belonged to the defendant and that they","were stained with","blood; the defendant showed in a habeas corpus proceeding that no evidence connected him with the shorts and"
"untrainedhousewife.com","let them soften overnight. </s><s> It is also useful for softening lips. </s><s> Another beauty use for Vaseline is to protect skin from","being stained by","hair color. </s><s> Smear some around the hairline when applying color or highlights and drips can be wiped right off. </s><s> It can"
"fsu.edu","anti-GFAP mouse monoclonal antibodies followed by goat anti-mouse Fab fragments conjugated to Cy3. </s><s> The culture","was also stained for","DNA with Hoechst 33258 and for F-actin with Alexa Fluor 488 conjugated to phalloidin. </s><s> Images were recorded in"
"themoonblushbaker.com",", magnifying glass, finger print dust and a book detailing things we call forensics. </s><s> During that year I think my clothes","were stained with","the black print ink and the house was littered with yellow tape which I put across the doors of my room (and sometimes"
"arvojournals.org","wild-type mice, or (D) stimulated by APCs from EAU-recovered MC5r−/− mice. </s><s> After 24 hours of incubation, the cells","were stained for","CD4, CD5, and intracellular TGF-β. </s><s> Stained cells were analyzed by flow cytometry. </s><s> Presented are representative dot"
"harvard.edu","creating the digital atlas. </s><s> The odd numbered sections are stained with the Nissl stain and the even numbered sections","are stained for","myelin. </s><s> Since each section is 20 microns thick, the consecutive Nissl sections are 40 microns apart, as are the"
"jci.org","populations. </s><s> (E) Splenocytes from HIV-infected NSG mice were stimulated with mitogen for 6 hours with GolgiPlug and","were stained for","expression of CD8, TIM-3, PD-1, and intracellular expression of IL-2 and IFN-γ. </s><s> More than 1,000 events were acquired"
"abctales.com","up with... </s><s> We used to play dress up here, in this room with the faded pink walls and scent of cherry. </s><s> That''s why the carpet","''s stained with","red nail varnish and lipstick. </s><s> It all epitomizes her with her character imprinted on every surface. </s><s> The dust coated"
"europepmc.org","by incubation in ACK lysis buffer for 5 min. followed by cell washes and cell count. </s><s> Aliquots of single cell suspensions","were stained with","CD146, CD31, CD45, and EpCAM, to determine the profile of endothelial, epithelial and infiltrating leukocyte cells. </s>"
"dovepress.com","reactions yielded green coloration; while the negative ones gave yellow. </s><s> For electrophoresis, the LAMP products","were stained with","GoldView TM, analyzed electrophoretically on a 2% agarose gel, and photographed. </s><s> Multi-LAMP detection </s><s> The"
"uspto.gov","and adsorbed at 37.degree. </s><s> C. for 1 hr. </s><s> Cells were overlayed with 1% agarose in medium and incubated for 4 days. </s><s> Plaques","were stained with","neutral red. </s><s> FIG. 33A and FIG. 33B. </s><s> Immunostaining of infected Vero cell monolayers to examine protection of cells"
"columban.org.au","control of the country. </s><s> My theory for him doing this is that he had a seriously guilty conscience. </s><s> His hands","were badly stained with","Muslim blood. </s><s> During the Black September operations carried out by the Jordanian government from 1970-1971 to drive"
"solidpapers.com","point of his sword, and perceived, beneath, other remains of dress, heaped high together, while even the floor below","was stained with","gore (77). </s><s> This leads me to speak of imagination, which is such a huge part in telling the story. </s><s> There is such an enormous"
"grassrootsprogress.org",", it''s easy to use this ferry to make a day trip to Solta. </s><s> Booking </s><s> Across the land, the faces of Americans of every stripe","were stained with","tears. </s><s> Here in New York, we still were attending memorial services for our firemen and police. </s><s> But in the nation''s"
"adult-fanfiction.org","and his arms were streaked red like he had been hit or scratched. </s><s> As he moved closer with rising panic, he saw the sheets","were stained with","blood too! </s><s> Andrei gasped with horror and ran up to the balcony and to the bed, glancing around for whoever had done this. </s>"
"ratical.org","lies to look ""cool"". </s><s> Great to see some honesty here - BA Robertson and Captain Beaky :-) </s><s> KOFI ANNAN AND UNITED NATIONS","ARE STAINED WITH","BLOOD -- HON. </s><s> CYNTHIA A. McKINNEY </s><s> SB Middle''s August Students of the Month </s><s> Fri, 2014-09-12 11:54 News Staff </s>"
"bio-protocol.org","isolation by cell sorter. </s><s> Figure 2. </s><s> Flow cytometry analysis of immune cells of visceral adipose tissue (VAT). </s><s> The SVCs","were stained with","fluorescent-conjugated antibodies against CD11b, F4/80, CD11c, CD206, CD19, and then examined by flow cytometry"
"roleplaygateway.com","- 5000 Bio: A Fuma Ninja. </s><s> He confounds his opponent with his agile movement and countless Ninjutsu. </s><s> His childhood has","been stained by","the experience of being abandoned by his mother; which has caused him to distrust women. </s><s> He appears to be in his late"
